		timesteps		time		Temperature		Kinetic Energy		Potential Energy		Total Energy
		7415		73.9843		2.63063		426.163		-3.54262		422.62
		7416		73.9943		2.63067		426.169		-3.54266		422.626
		7417		74.0043		2.63071		426.175		-3.54271		422.632
		7418		74.0142		2.63075		426.181		-3.54275		422.639
		7419		74.0242		2.63079		426.188		-3.5428		422.645
		7420		74.0342		2.63083		426.194		-3.54285		422.651
		7421		74.0442		2.63087		426.2		-3.54289		422.658
		7422		74.0541		2.63091		426.207		-3.54294		422.664
		7423		74.0641		2.63095		426.213		-3.54298		422.67
		7424		74.0741		2.63098		426.22		-3.54303		422.676
		7425		74.0841		2.63102		426.226		-3.54307		422.683
		7426		74.0941		2.63106		426.232		-3.54312		422.689
		7427		74.104		2.6311		426.239		-3.54317		422.695
		7428		74.114		2.63114		426.245		-3.54321		422.702
		7429		74.124		2.63118		426.251		-3.54326		422.708
		7430		74.134		2.63122		426.258		-3.5433		422.714
		7431		74.1439		2.63126		426.264		-3.54335		422.721
		7432		74.1539		2.6313		426.271		-3.5434		422.727
		7433		74.1639		2.63134		426.277		-3.54344		422.734
		7434		74.1739		2.63138		426.283		-3.54349		422.74
		7435		74.1839		2.63142		426.29		-3.54353		422.746
		7436		74.1938		2.63146		426.296		-3.54358		422.753
		7437		74.2038		2.6315		426.303		-3.54362		422.759
		7438		74.2138		2.63154		426.309		-3.54367		422.766
		7439		74.2238		2.63158		426.316		-3.54372		422.772
		7440		74.2337		2.63162		426.322		-3.54376		422.778
		7441		74.2437		2.63166		426.329		-3.54381		422.785
		7442		74.2537		2.6317		426.335		-3.54385		422.791
		7443		74.2637		2.63174		426.342		-3.5439		422.798
		7444		74.2737		2.63178		426.348		-3.54395		422.804
		7445		74.2836		2.63182		426.355		-3.54399		422.811
		7446		74.2936		2.63186		426.361		-3.54404		422.817
		7447		74.3036		2.6319		426.368		-3.54408		422.824
		7448		74.3136		2.63194		426.374		-3.54413		422.83
		7449		74.3235		2.63198		426.381		-3.54417		422.837
		7450		74.3335		2.63202		426.387		-3.54422		422.843
		7451		74.3435		2.63206		426.394		-3.54427		422.85
		7452		74.3535		2.6321		426.4		-3.54431		422.856
		7453		74.3635		2.63214		426.407		-3.54436		422.863
		7454		74.3734		2.63218		426.413		-3.5444		422.869
		7455		74.3834		2.63222		426.42		-3.54445		422.876
		7456		74.3934		2.63226		426.427		-3.5445		422.882
		7457		74.4034		2.6323		426.433		-3.54454		422.889
		7458		74.4133		2.63234		426.44		-3.54459		422.895
		7459		74.4233		2.63239		426.446		-3.54463		422.902
		7460		74.4333		2.63243		426.453		-3.54468		422.908
		7461		74.4433		2.63247		426.46		-3.54472		422.915
		7462		74.4533		2.63251		426.466		-3.54477		422.922
		7463		74.4632		2.63255		426.473		-3.54482		422.928
		7464		74.4732		2.63259		426.48		-3.54486		422.935
		7465		74.4832		2.63263		426.486		-3.54491		422.941
		7466		74.4932		2.63267		426.493		-3.54495		422.948
		7467		74.5031		2.63271		426.5		-3.545		422.955
		7468		74.5131		2.63275		426.506		-3.54505		422.961
		7469		74.5231		2.6328		426.513		-3.54509		422.968
		7470		74.5331		2.63284		426.52		-3.54514		422.974
		7471		74.543		2.63288		426.526		-3.54518		422.981
		7472		74.553		2.63292		426.533		-3.54523		422.988
		7473		74.563		2.63296		426.54		-3.54527		422.994
		7474		74.573		2.633		426.546		-3.54532		423.001
		7475		74.583		2.63304		426.553		-3.54537		423.008
		7476		74.5929		2.63309		426.56		-3.54541		423.014
		7477		74.6029		2.63313		426.567		-3.54546		423.021
		7478		74.6129		2.63317		426.573		-3.5455		423.028
		7479		74.6229		2.63321		426.58		-3.54555		423.035
		7480		74.6328		2.63325		426.587		-3.5456		423.041
		7481		74.6428		2.63329		426.594		-3.54564		423.048
		7482		74.6528		2.63334		426.6		-3.54569		423.055
		7483		74.6628		2.63338		426.607		-3.54573		423.062
		7484		74.6728		2.63342		426.614		-3.54578		423.068
		7485		74.6827		2.63346		426.621		-3.54583		423.075
		7486		74.6927		2.6335		426.628		-3.54587		423.082
		7487		74.7027		2.63355		426.634		-3.54592		423.089
		7488		74.7127		2.63359		426.641		-3.54596		423.095
		7489		74.7226		2.63363		426.648		-3.54601		423.102
		7490		74.7326		2.63367		426.655		-3.54606		423.109
		7491		74.7426		2.63371		426.662		-3.5461		423.116
		7492		74.7526		2.63376		426.669		-3.54615		423.123
		7493		74.7626		2.6338		426.676		-3.54619		423.129
		7494		74.7725		2.63384		426.682		-3.54624		423.136
		7495		74.7825		2.63388		426.689		-3.54628		423.143
		7496		74.7925		2.63393		426.696		-3.54633		423.15
		7497		74.8025		2.63397		426.703		-3.54638		423.157
		7498		74.8124		2.63401		426.71		-3.54642		423.164
		7499		74.8224		2.63405		426.717		-3.54647		423.17
		7500		74.8324		2.6341		426.724		-3.54651		423.177
		7501		74.8424		2.63414		426.731		-3.54656		423.184
		7501		74.8424		2.63414		426.731		-3.54656		423.184
		7502		74.8524		2.63418		426.738		-3.54661		423.191
		7503		74.8623		2.63423		426.745		-3.54665		423.198
		7504		74.8723		2.63427		426.752		-3.5467		423.205
		7505		74.8823		2.63431		426.759		-3.54675		423.212
		7506		74.8923		2.63435		426.765		-3.54679		423.219
		7507		74.9022		2.6344		426.772		-3.54684		423.226
		7508		74.9122		2.63444		426.779		-3.54688		423.233
		7509		74.9222		2.63448		426.786		-3.54693		423.239
		7510		74.9322		2.63453		426.793		-3.54698		423.246
		7511		74.9422		2.63457		426.8		-3.54702		423.253
		7512		74.9521		2.63461		426.807		-3.54707		423.26
		7513		74.9621		2.63466		426.814		-3.54711		423.267
		7514		74.9721		2.6347		426.821		-3.54716		423.274
		7515		74.9821		2.63474		426.829		-3.54721		423.281
		7516		74.992		2.63479		426.836		-3.54725		423.288
		7517		75.002		2.63483		426.843		-3.5473		423.295
		7518		75.012		2.63487		426.85		-3.54734		423.302
		7519		75.022		2.63492		426.857		-3.54739		423.309
		7520		75.032		2.63496		426.864		-3.54744		423.316
		7521		75.0419		2.63501		426.871		-3.54748		423.323
		7522		75.0519		2.63505		426.878		-3.54753		423.33
		7523		75.0619		2.63509		426.885		-3.54758		423.337
		7524		75.0719		2.63514		426.892		-3.54762		423.345
		7525		75.0818		2.63518		426.899		-3.54767		423.352
		7526		75.0918		2.63522		426.906		-3.54771		423.359
		7527		75.1018		2.63527		426.914		-3.54776		423.366
		7528		75.1118		2.63531		426.921		-3.54781		423.373
		7529		75.1218		2.63536		426.928		-3.54785		423.38
		7530		75.1317		2.6354		426.935		-3.5479		423.387
		7531		75.1417		2.63545		426.942		-3.54795		423.394
		7532		75.1517		2.63549		426.949		-3.54799		423.401
		7533		75.1617		2.63553		426.956		-3.54804		423.408
		7534		75.1716		2.63558		426.964		-3.54809		423.416
		7535		75.1816		2.63562		426.971		-3.54813		423.423
		7536		75.1916		2.63567		426.978		-3.54818		423.43
		7537		75.2016		2.63571		426.985		-3.54822		423.437
		7538		75.2116		2.63576		426.992		-3.54827		423.444
		7539		75.2215		2.6358		427		-3.54832		423.451
		7540		75.2315		2.63585		427.007		-3.54836		423.459
		7541		75.2415		2.63589		427.014		-3.54841		423.466
		7542		75.2515		2.63593		427.021		-3.54846		423.473
		7543		75.2614		2.63598		427.029		-3.5485		423.48
		7544		75.2714		2.63602		427.036		-3.54855		423.487
		7545		75.2814		2.63607		427.043		-3.5486		423.495
		7546		75.2914		2.63611		427.051		-3.54864		423.502
		7547		75.3014		2.63616		427.058		-3.54869		423.509
		7548		75.3113		2.6362		427.065		-3.54874		423.516
		7549		75.3213		2.63625		427.072		-3.54878		423.524
		7550		75.3313		2.63629		427.08		-3.54883		423.531
		7551		75.3413		2.63634		427.087		-3.54888		423.538
		7552		75.3512		2.63638		427.094		-3.54892		423.545
		7553		75.3612		2.63643		427.102		-3.54897		423.553
		7554		75.3712		2.63648		427.109		-3.54902		423.56
		7555		75.3812		2.63652		427.116		-3.54906		423.567
		7556		75.3912		2.63657		427.124		-3.54911		423.575
		7557		75.4011		2.63661		427.131		-3.54916		423.582
		7558		75.4111		2.63666		427.139		-3.5492		423.589
		7559		75.4211		2.6367		427.146		-3.54925		423.597
		7560		75.4311		2.63675		427.153		-3.5493		423.604
		7561		75.441		2.63679		427.161		-3.54934		423.611
		7562		75.451		2.63684		427.168		-3.54939		423.619
		7563		75.461		2.63689		427.176		-3.54944		423.626
		7564		75.471		2.63693		427.183		-3.54948		423.633
		7565		75.4809		2.63698		427.19		-3.54953		423.641
		7566		75.4909		2.63702		427.198		-3.54958		423.648
		7567		75.5009		2.63707		427.205		-3.54962		423.656
		7568		75.5109		2.63712		427.213		-3.54967		423.663
		7569		75.5209		2.63716		427.22		-3.54972		423.67
		7570		75.5308		2.63721		427.228		-3.54977		423.678
		7571		75.5408		2.63725		427.235		-3.54981		423.685
		7572		75.5508		2.6373		427.243		-3.54986		423.693
		7573		75.5608		2.63735		427.25		-3.54991		423.7
		7574		75.5707		2.63739		427.258		-3.54995		423.708
		7575		75.5807		2.63744		427.265		-3.55		423.715
		7576		75.5907		2.63749		427.273		-3.55005		423.723
		7577		75.6007		2.63753		427.28		-3.55009		423.73
		7578		75.6107		2.63758		427.288		-3.55014		423.738
		7579		75.6206		2.63763		427.295		-3.55019		423.745
		7580		75.6306		2.63767		427.303		-3.55024		423.753
		7581		75.6406		2.63772		427.31		-3.55028		423.76
		7582		75.6506		2.63777		427.318		-3.55033		423.768
		7583		75.6605		2.63781		427.326		-3.55038		423.775
		7584		75.6705		2.63786		427.333		-3.55042		423.783
		7585		75.6805		2.63791		427.341		-3.55047		423.79
		7586		75.6905		2.63795		427.348		-3.55052		423.798
		7587		75.7005		2.638		427.356		-3.55057		423.805
		7588		75.7104		2.63805		427.364		-3.55061		423.813
		7589		75.7204		2.63809		427.371		-3.55066		423.821
		7590		75.7304		2.63814		427.379		-3.55071		423.828
		7591		75.7404		2.63819		427.387		-3.55076		423.836
		7592		75.7503		2.63824		427.394		-3.5508		423.843
		7593		75.7603		2.63828		427.402		-3.55085		423.851
		7594		75.7703		2.63833		427.41		-3.5509		423.859
		7595		75.7803		2.63838		427.417		-3.55095		423.866
		7596		75.7903		2.63843		427.425		-3.55099		423.874
		7597		75.8002		2.63847		427.433		-3.55104		423.882
		7598		75.8102		2.63852		427.44		-3.55109		423.889
		7599		75.8202		2.63857		427.448		-3.55114		423.897
		7600		75.8302		2.63862		427.456		-3.55118		423.905
		7601		75.8401		2.63866		427.464		-3.55123		423.912
		7601		75.8401		2.63866		427.464		-3.55123		423.912
		7602		75.8501		2.63871		427.471		-3.55128		423.92
		7603		75.8601		2.63876		427.479		-3.55133		423.928
		7604		75.8701		2.63881		427.487		-3.55137		423.935
		7605		75.8801		2.63886		427.495		-3.55142		423.943
		7606		75.89		2.6389		427.502		-3.55147		423.951
		7607		75.9		2.63895		427.51		-3.55152		423.959
		7608		75.91		2.639		427.518		-3.55157		423.966
		7609		75.92		2.63905		427.526		-3.55161		423.974
		7610		75.9299		2.6391		427.533		-3.55166		423.982
		7611		75.9399		2.63914		427.541		-3.55171		423.99
		7612		75.9499		2.63919		427.549		-3.55176		423.997
		7613		75.9599		2.63924		427.557		-3.55181		424.005
		7614		75.9699		2.63929		427.565		-3.55185		424.013
		7615		75.9798		2.63934		427.573		-3.5519		424.021
		7616		75.9898		2.63939		427.581		-3.55195		424.029
		7617		75.9998		2.63943		427.588		-3.552		424.036
		7618		76.0098		2.63948		427.596		-3.55205		424.044
		7619		76.0197		2.63953		427.604		-3.55209		424.052
		7620		76.0297		2.63958		427.612		-3.55214		424.06
		7621		76.0397		2.63963		427.62		-3.55219		424.068
		7622		76.0497		2.63968		427.628		-3.55224		424.076
		7623		76.0597		2.63973		427.636		-3.55229		424.083
		7624		76.0696		2.63978		427.644		-3.55233		424.091
		7625		76.0796		2.63982		427.652		-3.55238		424.099
		7626		76.0896		2.63987		427.66		-3.55243		424.107
		7627		76.0996		2.63992		427.668		-3.55248		424.115
		7628		76.1095		2.63997		427.675		-3.55253		424.123
		7629		76.1195		2.64002		427.683		-3.55258		424.131
		7630		76.1295		2.64007		427.691		-3.55262		424.139
		7631		76.1395		2.64012		427.699		-3.55267		424.147
		7632		76.1495		2.64017		427.707		-3.55272		424.155
		7633		76.1594		2.64022		427.715		-3.55277		424.163
		7634		76.1694		2.64027		427.723		-3.55282		424.171
		7635		76.1794		2.64032		427.731		-3.55287		424.179
		7636		76.1894		2.64037		427.739		-3.55292		424.187
		7637		76.1993		2.64042		427.748		-3.55296		424.195
		7638		76.2093		2.64047		427.756		-3.55301		424.203
		7639		76.2193		2.64052		427.764		-3.55306		424.211
		7640		76.2293		2.64057		427.772		-3.55311		424.219
		7641		76.2393		2.64062		427.78		-3.55316		424.227
		7642		76.2492		2.64067		427.788		-3.55321		424.235
		7643		76.2592		2.64072		427.796		-3.55326		424.243
		7644		76.2692		2.64077		427.804		-3.5533		424.251
		7645		76.2792		2.64082		427.812		-3.55335		424.259
		7646		76.2891		2.64087		427.82		-3.5534		424.267
		7647		76.2991		2.64092		427.828		-3.55345		424.275
		7648		76.3091		2.64097		427.837		-3.5535		424.283
		7649		76.3191		2.64102		427.845		-3.55355		424.291
		7650		76.329		2.64107		427.853		-3.5536		424.299
		7651		76.339		2.64112		427.861		-3.55365		424.307
		7652		76.349		2.64117		427.869		-3.5537		424.315
		7653		76.359		2.64122		427.877		-3.55375		424.324
		7654		76.369		2.64127		427.885		-3.55379		424.332
		7655		76.3789		2.64132		427.894		-3.55384		424.34
		7656		76.3889		2.64137		427.902		-3.55389		424.348
		7657		76.3989		2.64142		427.91		-3.55394		424.356
		7658		76.4089		2.64147		427.918		-3.55399		424.364
		7659		76.4188		2.64152		427.927		-3.55404		424.372
		7660		76.4288		2.64157		427.935		-3.55409		424.381
		7661		76.4388		2.64162		427.943		-3.55414		424.389
		7662		76.4488		2.64167		427.951		-3.55419		424.397
		7663		76.4588		2.64173		427.96		-3.55424		424.405
		7664		76.4687		2.64178		427.968		-3.55429		424.414
		7665		76.4787		2.64183		427.976		-3.55434		424.422
		7666		76.4887		2.64188		427.984		-3.55439		424.43
		7667		76.4987		2.64193		427.993		-3.55444		424.438
		7668		76.5086		2.64198		428.001		-3.55449		424.446
		7669		76.5186		2.64203		428.009		-3.55454		424.455
		7670		76.5286		2.64208		428.018		-3.55459		424.463
		7671		76.5386		2.64214		428.026		-3.55463		424.471
		7672		76.5486		2.64219		428.034		-3.55468		424.48
		7673		76.5585		2.64224		428.043		-3.55473		424.488
		7674		76.5685		2.64229		428.051		-3.55478		424.496
		7675		76.5785		2.64234		428.059		-3.55483		424.505
		7676		76.5885		2.64239		428.068		-3.55488		424.513
		7677		76.5984		2.64245		428.076		-3.55493		424.521
		7678		76.6084		2.6425		428.085		-3.55498		424.53
		7679		76.6184		2.64255		428.093		-3.55503		424.538
		7680		76.6284		2.6426		428.101		-3.55508		424.546
		7681		76.6384		2.64265		428.11		-3.55513		424.555
		7682		76.6483		2.6427		428.118		-3.55518		424.563
		7683		76.6583		2.64276		428.127		-3.55523		424.571
		7684		76.6683		2.64281		428.135		-3.55528		424.58
		7685		76.6783		2.64286		428.144		-3.55533		424.588
		7686		76.6882		2.64291		428.152		-3.55538		424.597
		7687		76.6982		2.64297		428.16		-3.55543		424.605
		7688		76.7082		2.64302		428.169		-3.55549		424.613
		7689		76.7182		2.64307		428.177		-3.55554		424.622
		7690		76.7282		2.64312		428.186		-3.55559		424.63
		7691		76.7381		2.64318		428.194		-3.55564		424.639
		7692		76.7481		2.64323		428.203		-3.55569		424.647
		7693		76.7581		2.64328		428.211		-3.55574		424.656
		7694		76.7681		2.64333		428.22		-3.55579		424.664
		7695		76.778		2.64339		428.229		-3.55584		424.673
		7696		76.788		2.64344		428.237		-3.55589		424.681
		7697		76.798		2.64349		428.246		-3.55594		424.69
		7698		76.808		2.64354		428.254		-3.55599		424.698
		7699		76.818		2.6436		428.263		-3.55604		424.707
		7700		76.8279		2.64365		428.271		-3.55609		424.715
		7701		76.8379		2.6437		428.28		-3.55614		424.724
		7701		76.8379		2.6437		428.28		-3.55614		424.724
		7702		76.8479		2.64376		428.289		-3.55619		424.732
		7703		76.8579		2.64381		428.297		-3.55624		424.741
		7704		76.8678		2.64386		428.306		-3.5563		424.75
		7705		76.8778		2.64392		428.314		-3.55635		424.758
		7706		76.8878		2.64397		428.323		-3.5564		424.767
		7707		76.8978		2.64402		428.332		-3.55645		424.775
		7708		76.9078		2.64408		428.34		-3.5565		424.784
		7709		76.9177		2.64413		428.349		-3.55655		424.793
		7710		76.9277		2.64418		428.358		-3.5566		424.801
		7711		76.9377		2.64424		428.366		-3.55665		424.81
		7712		76.9477		2.64429		428.375		-3.5567		424.818
		7713		76.9576		2.64434		428.384		-3.55676		424.827
		7714		76.9676		2.6444		428.393		-3.55681		424.836
		7715		76.9776		2.64445		428.401		-3.55686		424.844
		7716		76.9876		2.64451		428.41		-3.55691		424.853
		7717		76.9976		2.64456		428.419		-3.55696		424.862
		7718		77.0075		2.64461		428.427		-3.55701		424.87
		7719		77.0175		2.64467		428.436		-3.55706		424.879
		7720		77.0275		2.64472		428.445		-3.55712		424.888
		7721		77.0375		2.64478		428.454		-3.55717		424.897
		7722		77.0474		2.64483		428.463		-3.55722		424.905
		7723		77.0574		2.64488		428.471		-3.55727		424.914
		7724		77.0674		2.64494		428.48		-3.55732		424.923
		7725		77.0774		2.64499		428.489		-3.55737		424.932
		7726		77.0874		2.64505		428.498		-3.55743		424.94
		7727		77.0973		2.6451		428.507		-3.55748		424.949
		7728		77.1073		2.64516		428.515		-3.55753		424.958
		7729		77.1173		2.64521		428.524		-3.55758		424.967
		7730		77.1273		2.64527		428.533		-3.55763		424.976
		7731		77.1372		2.64532		428.542		-3.55769		424.984
		7732		77.1472		2.64538		428.551		-3.55774		424.993
		7733		77.1572		2.64543		428.56		-3.55779		425.002
		7734		77.1672		2.64549		428.569		-3.55784		425.011
		7735		77.1772		2.64554		428.578		-3.55789		425.02
		7736		77.1871		2.6456		428.586		-3.55795		425.029
		7737		77.1971		2.64565		428.595		-3.558		425.037
		7738		77.2071		2.64571		428.604		-3.55805		425.046
		7739		77.2171		2.64576		428.613		-3.5581		425.055
		7740		77.227		2.64582		428.622		-3.55816		425.064
		7741		77.237		2.64587		428.631		-3.55821		425.073
		7742		77.247		2.64593		428.64		-3.55826		425.082
		7743		77.257		2.64598		428.649		-3.55831		425.091
		7744		77.2669		2.64604		428.658		-3.55837		425.1
		7745		77.2769		2.64609		428.667		-3.55842		425.109
		7746		77.2869		2.64615		428.676		-3.55847		425.118
		7747		77.2969		2.6462		428.685		-3.55852		425.126
		7748		77.3069		2.64626		428.694		-3.55858		425.135
		7749		77.3168		2.64632		428.703		-3.55863		425.144
		7750		77.3268		2.64637		428.712		-3.55868		425.153
		7751		77.3368		2.64643		428.721		-3.55873		425.162
		7752		77.3468		2.64648		428.73		-3.55879		425.171
		7753		77.3567		2.64654		428.739		-3.55884		425.18
		7754		77.3667		2.64659		428.748		-3.55889		425.189
		7755		77.3767		2.64665		428.757		-3.55895		425.198
		7756		77.3867		2.64671		428.766		-3.559		425.207
		7757		77.3967		2.64676		428.776		-3.55905		425.217
		7758		77.4066		2.64682		428.785		-3.55911		425.226
		7759		77.4166		2.64688		428.794		-3.55916		425.235
		7760		77.4266		2.64693		428.803		-3.55921		425.244
		7761		77.4366		2.64699		428.812		-3.55927		425.253
		7762		77.4465		2.64704		428.821		-3.55932		425.262
		7763		77.4565		2.6471		428.83		-3.55937		425.271
		7764		77.4665		2.64716		428.84		-3.55943		425.28
		7765		77.4765		2.64721		428.849		-3.55948		425.289
		7766		77.4865		2.64727		428.858		-3.55953		425.298
		7767		77.4964		2.64733		428.867		-3.55959		425.307
		7768		77.5064		2.64738		428.876		-3.55964		425.317
		7769		77.5164		2.64744		428.885		-3.55969		425.326
		7770		77.5264		2.6475		428.895		-3.55975		425.335
		7771		77.5363		2.64755		428.904		-3.5598		425.344
		7772		77.5463		2.64761		428.913		-3.55986		425.353
		7773		77.5563		2.64767		428.922		-3.55991		425.362
		7774		77.5663		2.64773		428.932		-3.55996		425.372
		7775		77.5763		2.64778		428.941		-3.56002		425.381
		7776		77.5862		2.64784		428.95		-3.56007		425.39
		7777		77.5962		2.6479		428.959		-3.56013		425.399
		7778		77.6062		2.64795		428.969		-3.56018		425.408
		7779		77.6162		2.64801		428.978		-3.56023		425.418
		7780		77.6261		2.64807		428.987		-3.56029		425.427
		7781		77.6361		2.64813		428.997		-3.56034		425.436
		7782		77.6461		2.64818		429.006		-3.5604		425.446
		7783		77.6561		2.64824		429.015		-3.56045		425.455
		7784		77.6661		2.6483		429.025		-3.56051		425.464
		7785		77.676		2.64836		429.034		-3.56056		425.473
		7786		77.686		2.64842		429.043		-3.56062		425.483
		7787		77.696		2.64847		429.053		-3.56067		425.492
		7788		77.706		2.64853		429.062		-3.56073		425.501
		7789		77.7159		2.64859		429.071		-3.56078		425.511
		7790		77.7259		2.64865		429.081		-3.56083		425.52
		7791		77.7359		2.64871		429.09		-3.56089		425.529
		7792		77.7459		2.64876		429.1		-3.56094		425.539
		7793		77.7559		2.64882		429.109		-3.561		425.548
		7794		77.7658		2.64888		429.118		-3.56105		425.557
		7795		77.7758		2.64894		429.128		-3.56111		425.567
		7796		77.7858		2.649		429.137		-3.56116		425.576
		7797		77.7958		2.64905		429.147		-3.56122		425.586
		7798		77.8057		2.64911		429.156		-3.56127		425.595
		7799		77.8157		2.64917		429.166		-3.56133		425.604
		7800		77.8257		2.64923		429.175		-3.56138		425.614
		7801		77.8357		2.64929		429.185		-3.56144		425.623
		7801		77.8357		2.64929		429.185		-3.56144		425.623
		7802		77.8457		2.64935		429.194		-3.5615		425.633
		7803		77.8556		2.64941		429.204		-3.56155		425.642
		7804		77.8656		2.64946		429.213		-3.56161		425.652
		7805		77.8756		2.64952		429.223		-3.56166		425.661
		7806		77.8856		2.64958		429.232		-3.56172		425.671
		7807		77.8955		2.64964		429.242		-3.56177		425.68
		7808		77.9055		2.6497		429.251		-3.56183		425.69
		7809		77.9155		2.64976		429.261		-3.56188		425.699
		7810		77.9255		2.64982		429.271		-3.56194		425.709
		7811		77.9355		2.64988		429.28		-3.562		425.718
		7812		77.9454		2.64994		429.29		-3.56205		425.728
		7813		77.9554		2.65		429.299		-3.56211		425.737
		7814		77.9654		2.65006		429.309		-3.56216		425.747
		7815		77.9754		2.65011		429.319		-3.56222		425.756
		7816		77.9853		2.65017		429.328		-3.56228		425.766
		7817		77.9953		2.65023		429.338		-3.56233		425.776
		7818		78.0053		2.65029		429.348		-3.56239		425.785
		7819		78.0153		2.65035		429.357		-3.56244		425.795
		7820		78.0253		2.65041		429.367		-3.5625		425.804
		7821		78.0352		2.65047		429.377		-3.56256		425.814
		7822		78.0452		2.65053		429.386		-3.56261		425.824
		7823		78.0552		2.65059		429.396		-3.56267		425.833
		7824		78.0652		2.65065		429.406		-3.56273		425.843
		7825		78.0751		2.65071		429.415		-3.56278		425.853
		7826		78.0851		2.65077		429.425		-3.56284		425.862
		7827		78.0951		2.65083		429.435		-3.5629		425.872
		7828		78.1051		2.65089		429.445		-3.56295		425.882
		7829		78.115		2.65095		429.454		-3.56301		425.891
		7830		78.125		2.65101		429.464		-3.56307		425.901
		7831		78.135		2.65107		429.474		-3.56312		425.911
		7832		78.145		2.65113		429.484		-3.56318		425.92
		7833		78.155		2.65119		429.493		-3.56324		425.93
		7834		78.1649		2.65125		429.503		-3.56329		425.94
		7835		78.1749		2.65131		429.513		-3.56335		425.95
		7836		78.1849		2.65137		429.523		-3.56341		425.959
		7837		78.1949		2.65144		429.533		-3.56347		425.969
		7838		78.2048		2.6515		429.542		-3.56352		425.979
		7839		78.2148		2.65156		429.552		-3.56358		425.989
		7840		78.2248		2.65162		429.562		-3.56364		425.998
		7841		78.2348		2.65168		429.572		-3.5637		426.008
		7842		78.2448		2.65174		429.582		-3.56375		426.018
		7843		78.2547		2.6518		429.592		-3.56381		426.028
		7844		78.2647		2.65186		429.602		-3.56387		426.038
		7845		78.2747		2.65192		429.611		-3.56393		426.048
		7846		78.2847		2.65198		429.621		-3.56398		426.057
		7847		78.2946		2.65204		429.631		-3.56404		426.067
		7848		78.3046		2.65211		429.641		-3.5641		426.077
		7849		78.3146		2.65217		429.651		-3.56416		426.087
		7850		78.3246		2.65223		429.661		-3.56421		426.097
		7851		78.3346		2.65229		429.671		-3.56427		426.107
		7852		78.3445		2.65235		429.681		-3.56433		426.117
		7853		78.3545		2.65241		429.691		-3.56439		426.127
		7854		78.3645		2.65247		429.701		-3.56445		426.136
		7855		78.3745		2.65254		429.711		-3.56451		426.146
		7856		78.3844		2.6526		429.721		-3.56456		426.156
		7857		78.3944		2.65266		429.731		-3.56462		426.166
		7858		78.4044		2.65272		429.741		-3.56468		426.176
		7859		78.4144		2.65278		429.751		-3.56474		426.186
		7860		78.4244		2.65285		429.761		-3.5648		426.196
		7861		78.4343		2.65291		429.771		-3.56486		426.206
		7862		78.4443		2.65297		429.781		-3.56491		426.216
		7863		78.4543		2.65303		429.791		-3.56497		426.226
		7864		78.4643		2.65309		429.801		-3.56503		426.236
		7865		78.4742		2.65316		429.811		-3.56509		426.246
		7866		78.4842		2.65322		429.821		-3.56515		426.256
		7867		78.4942		2.65328		429.831		-3.56521		426.266
		7868		78.5042		2.65334		429.841		-3.56527		426.276
		7869		78.5142		2.6534		429.852		-3.56533		426.286
		7870		78.5241		2.65347		429.862		-3.56538		426.296
		7871		78.5341		2.65353		429.872		-3.56544		426.306
		7872		78.5441		2.65359		429.882		-3.5655		426.316
		7873		78.5541		2.65366		429.892		-3.56556		426.327
		7874		78.564		2.65372		429.902		-3.56562		426.337
		7875		78.574		2.65378		429.912		-3.56568		426.347
		7876		78.584		2.65384		429.923		-3.56574		426.357
		7877		78.594		2.65391		429.933		-3.5658		426.367
		7878		78.604		2.65397		429.943		-3.56586		426.377
		7879		78.6139		2.65403		429.953		-3.56592		426.387
		7880		78.6239		2.6541		429.963		-3.56598		426.397
		7881		78.6339		2.65416		429.974		-3.56604		426.408
		7882		78.6439		2.65422		429.984		-3.5661		426.418
		7883		78.6538		2.65428		429.994		-3.56616		426.428
		7884		78.6638		2.65435		430.004		-3.56622		426.438
		7885		78.6738		2.65441		430.015		-3.56628		426.448
		7886		78.6838		2.65447		430.025		-3.56634		426.459
		7887		78.6938		2.65454		430.035		-3.5664		426.469
		7888		78.7037		2.6546		430.045		-3.56646		426.479
		7889		78.7137		2.65466		430.056		-3.56652		426.489
		7890		78.7237		2.65473		430.066		-3.56658		426.499
		7891		78.7337		2.65479		430.076		-3.56664		426.51
		7892		78.7436		2.65486		430.087		-3.5667		426.52
		7893		78.7536		2.65492		430.097		-3.56676		426.53
		7894		78.7636		2.65498		430.107		-3.56682		426.54
		7895		78.7736		2.65505		430.118		-3.56688		426.551
		7896		78.7836		2.65511		430.128		-3.56694		426.561
		7897		78.7935		2.65518		430.138		-3.567		426.571
		7898		78.8035		2.65524		430.149		-3.56706		426.582
		7899		78.8135		2.6553		430.159		-3.56712		426.592
		7900		78.8235		2.65537		430.169		-3.56718		426.602
		7901		78.8334		2.65543		430.18		-3.56724		426.613
		7901		78.8334		2.65543		430.18		-3.56724		426.613
		7902		78.8434		2.6555		430.19		-3.5673		426.623
		7903		78.8534		2.65556		430.201		-3.56736		426.633
		7904		78.8634		2.65562		430.211		-3.56743		426.644
		7905		78.8734		2.65569		430.222		-3.56749		426.654
		7906		78.8833		2.65575		430.232		-3.56755		426.664
		7907		78.8933		2.65582		430.242		-3.56761		426.675
		7908		78.9033		2.65588		430.253		-3.56767		426.685
		7909		78.9133		2.65595		430.263		-3.56773		426.696
		7910		78.9232		2.65601		430.274		-3.56779		426.706
